,age,hrswork1,uhrswork,incwage,ran,wageW,LwageW,educ
1368-1,64,40,40,10005,0.119102187,192.4038462,5.259596528,12
1369-1,23,40,8,275,0.542829279,27.5,3.314186005,16
1370-1,48,0,40,5005,0.119348522,250.25,5.522460418,8
1371-1,23,40,40,8005,1.459772699,153.9423077,5.036577907,12
1372-1,20,40,40,7805,1.313844696,150.0961538,5.011276114,12
1373-1,18,25,20,3085,0.119673088,64.27083333,4.163105925,11
1374-1,56,40,40,16005,1.314127818,307.7884615,5.729412734,14
1375-1,31,40,40,23505,0.674318988,452.0192308,6.113724725,18
1376-1,51,40,40,4945,0.674434472,190.1923077,5.248035706,10
1377-1,59,40,40,1575,1.04170898,30.28846154,3.410766833,12
1378-1,30,35,35,9885,0.674820039,190.0961538,5.247530017,12
1379-1,27,10,8,20285,1.041769981,390.0961538,5.966393257,12
1380-1,64,12,8,3805,0.120527111,73.17307692,4.292827552,12
1381-1,47,70,40,48365,1.671617851,930.0961538,6.835287972,12
1382-1,26,40,40,12005,1.855196431,230.8653846,5.44183479,20
1383-1,37,40,40,4505,1.671838108,86.63461538,4.461699451,11
1384-1,42,40,40,3005,1.671977341,57.78846154,4.056789128,16
1385-1,57,16,14,3945,1.67202577,75.86538462,4.328960515,12
1386-1,44,40,40,15005,0.371831935,288.5576923,5.664895039,13
1387-1,35,40,40,8755,1.04253646,291.8333333,5.676182863,15
1388-1,52,40,40,6005,1.08630443,120.1,4.788324729,10
1389-1,52,40,40,12505,1.315503381,240.4807692,5.482640125,14
1390-1,22,40,20,3005,0.121189747,71.54761905,4.270363229,16
1391-1,18,0,40,305,1.672883984,76.25,4.334017415,10
1392-1,19,32,32,3005,1.672891434,158.1578947,5.063593868,12
1393-1,33,15,15,4005,1.042899676,80.1,4.383275854,14
1394-1,31,40,35,14005,1.673200168,269.3269231,5.595925969,15
1395-1,60,48,48,6005,1.043177675,115.4807692,4.749104016,8
1396-1,49,40,40,6235,0.676899683,159.8717949,5.074372212,12
1397-1,25,33,33,1005,0.372890383,91.36363636,4.514847548,13
1398-1,22,50,50,5005,0.676979776,100.1,4.606169686,8
1399-1,31,15,15,4505,1.673654187,86.63461538,4.461699451,14
1400-1,32,41,40,6005,1.673734281,139.6511628,4.939147619,12
1401-1,24,30,40,12005,0.835401937,230.8653846,5.44183479,19
1402-1,22,38,38,6085,1.981718466,117.0192308,4.762338287,12
1403-1,34,40,39,14045,0.835486688,270.0961538,5.598778021,14
1404-1,28,40,40,12005,0.835616607,230.8653846,5.44183479,16
1405-1,38,9,3,485,0.315864105,10.10416667,2.31294788,13
1406-1,55,40,40,14005,0.122536905,269.3269231,5.595925969,9
1407-1,28,32,25,2045,1.674114261,170.4166667,5.138246419,12
1408-1,24,40,40,10905,0.122643542,209.7115385,5.34573296,14
1409-1,39,40,40,5005,0.122711528,96.25,4.566948973,11
1410-1,62,40,45,12005,1.674374565,230.8653846,5.44183479,13
1411-1,36,8,4,2705,1.563605852,67.625,4.213977737,14
1412-1,18,16,25,3905,1.585637685,75.09615385,4.318769344,11
1413-1,28,40,48,6705,0.546710566,128.9423077,4.859365077,12
1414-1,47,20,20,7635,1.674867701,146.8269231,4.989254499,12
1415-1,45,23,30,3555,0.123407226,197.5,5.285738584,12
1416-1,31,18,15,455,0.83650928,17.5,2.862200881,12
1417-1,42,40,40,8305,1.04596233,159.7115385,5.073369303,12
1418-1,24,16,14,2005,1.675205771,38.55769231,3.652155621,12
1419-1,33,40,40,20005,1.046164427,400.1,5.991714516,12
1420-1,30,40,40,18005,0.547250733,461.6666667,6.13484313,17
1421-1,44,35,35,12005,0.374410767,230.8653846,5.44183479,12
1422-1,38,40,40,12005,1.046369784,230.8653846,5.44183479,12
1423-1,65,40,40,8565,0.837150961,164.7115385,5.104195692,5
1424-1,36,32,24,6005,0.837153289,115.4807692,4.749104016,13
1425-1,28,40,40,17535,0.12442749,337.2115385,5.820710444,18
1426-1,25,40,35,15005,1.783179119,341.0227273,5.831949124,18
1427-1,62,20,20,8085,1.983353402,155.4807692,5.046522053,12
1428-1,60,40,40,13925,1.046747901,290.1041667,5.670240054,12
1429-1,18,12,18,1395,0.317521393,26.82692308,3.289405976,11
1430-1,55,40,40,20215,0.837528147,388.75,5.962936463,13
1431-1,25,40,40,11005,1.046885271,211.6346154,5.354861275,13
1432-1,55,48,40,2105,0.125357416,131.5625,4.879482024,12
1433-1,29,40,40,12005,0.838182401,230.8653846,5.44183479,17
1434-1,22,20,35,2505,0.6798869,78.28125,4.360308111,12
1435-1,40,40,40,10425,0.548081473,200.4807692,5.300718328,12
1436-1,58,40,40,6505,1.320761628,130.1,4.868303386,7
1437-1,52,40,40,12005,1.677379943,230.8653846,5.44183479,20
1438-1,40,40,40,6375,0.12551574,122.5961538,4.808895651,11
1439-1,50,24,22,4245,1.321086194,83.23529412,4.421671466,13
1440-1,22,40,40,6175,0.125588849,128.6458333,4.857063151,13
1441-1,25,40,35,6005,1.911743078,166.8055556,5.116828796,13
1442-1,36,28,28,8775,0.125677325,168.75,5.12841833,12
1443-1,30,37,37,6305,0.838939101,175.1388889,5.16557931,12
1444-1,18,35,35,3195,1.321311574,91.28571429,4.513994305,11
1445-1,39,2,2,1105,0.126174185,22.1,3.095577609,12
1446-1,58,40,40,17005,1.321407501,327.0192308,5.790018979,14
1447-1,22,40,40,10005,1.912593376,192.4038462,5.259596528,9
1448-1,27,30,40,3205,1.915640663,114.4642857,4.740262859,12
1449-1,26,38,38,3605,1.912807114,144.2,4.971201225,16
1450-1,22,0,40,5105,1.67844817,340.3333333,5.829925529,15
1451-1,57,40,40,5005,1.861117315,96.25,4.566948973,0
1452-1,58,37,37,6835,1.856463496,131.4423077,4.878568031,12
1453-1,62,40,40,7825,0.539955217,150.4807692,5.013835297,13
1454-1,26,40,40,8005,0.550045166,153.9423077,5.036577907,11
1455-1,30,15,20,9885,1.678931527,190.0961538,5.247530017,12
1456-1,23,40,40,10505,0.127321109,276.4473684,5.622020454,16
1457-1,28,40,52,13005,0.550616533,270.9375,5.601888167,18
1458-1,42,40,40,9005,0.127576757,195.7608696,5.276893861,11
1459-1,24,40,40,7005,0.127611682,134.7115385,4.90313574,10
1460-1,43,40,45,5305,0.127709936,102.0192308,4.625161332,12
1461-1,55,40,40,5005,0.550865196,96.25,4.566948973,12
1462-1,33,50,50,2505,1.679793466,250.5,5.523458921,16
1463-1,43,20,50,32005,0.984299928,615.4807692,6.422403701,17
1464-1,60,20,20,3665,1.085412223,101.8055556,4.623064676,13
1465-1,18,40,20,505,1.049903687,63.125,4.145116888,12
1466-1,41,40,40,7005,0.241231173,134.7115385,4.90313574,12
1467-1,33,0,40,3875,1.680117566,193.75,5.266568668,12
1468-1,18,20,40,1115,0.128182117,27.875,3.32773023,12
1469-1,45,38,25,3505,1.05056772,94.72972973,4.551027887,12
1470-1,65,0,40,205,1.858199481,17.08333333,2.838103329,9
1471-1,27,40,40,14185,1.569684595,272.7884615,5.608696629,15
1472-1,51,40,40,9405,1.987212803,180.8653846,5.197753023,11
1473-1,35,20,20,3505,0.683650374,70.1,4.249922794,16
1474-1,43,0,40,2005,0.12893416,167.0833333,5.11849269,12
1475-1,41,40,40,16125,1.323696692,310.0961538,5.736882423,15
1476-1,49,40,50,22005,0.683982857,423.1730769,6.047781261,16
1477-1,48,40,40,2005,0.37930347,38.55769231,3.652155621,10
1478-1,54,15,14,2605,1.323936041,50.09615385,3.913944236,16
1479-1,25,30,30,9205,1.467459835,230.125,5.43862264,16
1480-1,48,16,24,15005,1.323976554,288.5576923,5.664895039,15
1481-1,27,35,50,4955,0.842275098,110.1111111,4.701489957,13
1482-1,31,38,30,6445,1.051755622,123.9423077,4.819816197,12
1483-1,18,84,40,1505,1.161344349,75.25,4.320815904,12
1484-1,21,40,40,9005,1.324216835,173.1730769,5.154291539,13
1485-1,20,15,15,2705,0.129869208,52.01923077,3.951613473,12
1486-1,20,40,40,15005,1.859620679,300.1,5.704115752,12
1487-1,61,16,40,4775,1.254916657,91.82692308,4.519905534,7
1488-1,59,40,40,8965,1.682200003,172.4038462,5.149839667,9
1489-1,18,0,40,7205,1.682206057,150.1041667,5.011329498,12
1490-1,45,24,24,5865,1.682219561,112.7884615,4.725514043,12
1491-1,27,40,35,3625,1.916918438,139.4230769,4.937513029,12
1492-1,21,10,10,925,0.455297064,28.90625,3.364057835,14
1493-1,58,40,40,9885,0.570565928,190.0961538,5.247530017,10
1494-1,20,25,40,805,1.988771372,100.625,4.611400736,10
1495-1,22,40,40,6205,1.052764244,119.3269231,4.781866979,12
1496-1,41,6,20,815,0.68574585,90.55555556,4.505963536,12
1497-1,18,40,25,3005,0.529232901,57.78846154,4.056789128,11
1498-1,65,30,30,3005,0.130784698,66.77777778,4.201370357,13
1499-1,25,38,38,10435,0.131112989,289.8611111,5.669401881,17
1500-1,33,40,40,11255,0.843247399,250.1111111,5.521905264,17
1501-1,27,48,40,17245,0.686072744,331.6346154,5.804033807,19
1502-1,48,40,40,9155,1.989538781,176.0576923,5.170811739,13
1503-1,33,40,40,9005,0.843666028,173.1730769,5.154291539,12
1504-1,25,45,45,13005,1.053369604,250.0961538,5.521845459,14
1505-1,56,15,15,2515,1.9180323,66.18421053,4.192441923,12
1506-1,24,55,56,7355,0.131557696,193.5526316,5.265549473,12
1507-1,41,40,40,15005,1.683941111,288.5576923,5.664895039,12
1508-1,51,25,28,10615,1.053560525,204.1346154,5.318779656,16
1509-1,49,40,40,23005,1.053567976,442.4038462,6.092223144,17
1510-1,62,40,38,1265,0.131858513,210.8333333,5.351067932,12
1511-1,34,38,38,18005,1.053594053,346.25,5.847161058,15
1512-1,50,24,20,4565,0.554374419,87.78846154,4.474930074,12
1513-1,23,40,40,10005,0.132041052,192.4038462,5.259596528,14
1514-1,31,0,40,10005,0.687563792,192.4038462,5.259596528,15
1515-1,48,40,40,10005,1.00263441,192.4038462,5.259596528,12
1516-1,53,38,40,9225,1.684469637,177.4038462,5.17842875,12
1517-1,33,20,20,1015,1.68450037,63.4375,4.150055169,17
1518-1,32,40,40,6005,1.32754026,240.2,5.48147191,16
1519-1,54,40,40,12005,1.32755423,250.1041667,5.521877498,14
1520-1,54,10,8,905,0.132442452,30.16666667,3.406737562,5
1521-1,20,40,48,2405,0.327327289,120.25,4.789572909,12
1522-1,24,40,40,6125,0.132490881,117.7884615,4.768890317,12
1523-1,58,35,38,9455,1.32779358,270.1428571,5.59895092,8
1524-1,41,35,30,4005,0.845025294,108.2432432,4.684380947,14
1525-1,58,30,35,1245,1.742740162,88.92857143,4.487833479,8
1526-1,28,40,40,22335,1.054766122,429.5192308,6.062666515,12
1527-1,57,40,40,20005,1.517837867,384.7115385,5.952493803,12
1528-1,24,40,40,10005,1.168381423,192.4038462,5.259596528,16
1529-1,40,38,38,5395,0.555579085,103.75,4.641984159,4
1530-1,44,61,40,14075,0.132867601,270.6730769,5.600911734,12
1531-1,56,40,40,3985,1.32844178,153.2692308,5.032196053,12
1532-1,62,3,15,1005,1.055234112,25.125,3.223863366,12
1533-1,48,38,38,13895,0.688972883,289.4791667,5.668083331,16
1534-1,35,48,40,16095,0.459013972,309.5192308,5.735020225,12
1535-1,46,40,40,7005,1.685820054,140.1,4.942356453,16
1536-1,30,40,35,16505,1.05565181,330.1,5.799395639,12
1537-1,31,40,40,11005,1.328737941,229.2708333,5.434903983,12
1538-1,37,22,15,495,0.133926515,24.75,3.208825489,11
1539-1,34,40,40,2505,1.056109089,192.6923077,5.261094656,14
1540-1,43,20,20,1005,1.329152845,20.1,3.000719815,12
1541-1,22,40,40,7705,1.004227903,160.5208333,5.078423737,13
1542-1,21,40,52,2955,1.92046538,147.75,4.995521656,9
1543-1,20,32,34,6005,0.556635205,150.125,5.01146828,12
1544-1,31,40,40,10005,0.847365241,208.4375,5.339639236,12
1545-1,56,60,35,18865,0.689825043,410.1086957,6.016422236,19
1546-1,40,40,40,6005,0.13421569,115.4807692,4.749104016,12
1547-1,36,40,40,12845,0.557051506,247.0192308,5.509466191,12
1548-1,28,40,65,14005,0.134331174,269.3269231,5.595925969,14
1549-1,20,21,20,5575,1.687631942,107.2115385,4.674803878,13
1550-1,33,40,40,4425,1.056856476,85.09615385,4.443781839,11
1551-1,25,40,40,6005,1.056936104,200.1666667,5.299150353,12
1552-1,37,40,40,16125,1.688160468,310.0961538,5.736882423,12
1553-1,20,20,20,2375,0.134614762,53.97727273,3.988563083,14
1554-1,55,40,40,5005,1.871244051,200.2,5.299316867,12
1555-1,29,35,35,8845,0.690582674,170.0961538,5.136363888,16
1556-1,39,8,40,2005,0.134840608,167.0833333,5.11849269,16
1557-1,40,40,40,4605,1.82831753,153.5,5.033700567,12
1558-1,28,24,40,4935,1.688797958,145.1470588,4.977747427,12
1559-1,51,40,40,10925,1.099799294,210.0961538,5.347565301,14
1560-1,59,30,28,4805,0.135170761,100.1041667,4.60621131,13
1561-1,34,40,40,9885,1.474317163,190.0961538,5.247530017,6
1562-1,50,32,32,5505,1.057830639,105.8653846,4.662168331,12
1563-1,36,40,40,10085,0.135464594,193.9423077,5.267560732,14
1564-1,18,23,20,1165,1.68957375,38.83333333,3.659278984,12
1565-1,18,18,18,2905,1.689580735,58.1,4.062165664,11
1566-1,33,56,56,2505,1.058194321,417.5,6.034284544,18
1567-1,45,40,48,13005,1.521440689,250.0961538,5.521845459,12
1568-1,34,40,40,19005,1.33120548,558.9705882,6.326096857,16
1569-1,53,34,40,4685,1.331412699,90.09615385,4.500877476,12
1570-1,54,40,40,8265,0.136159826,158.9423077,5.068541292,12
1571-1,52,40,40,6005,1.331544947,115.4807692,4.749104016,12
1572-1,21,40,40,17905,0.136345159,344.3269231,5.841591564,12
1573-1,20,8,8,5005,0.136413611,96.25,4.566948973,12
1574-1,53,38,37,13005,0.995798502,250.0961538,5.521845459,16
1575-1,24,40,40,8005,1.331729814,153.9423077,5.036577907,12
1576-1,43,17,17,2405,1.058768947,60.125,4.096425728,16
1577-1,58,48,10,22175,0.136576127,426.4423077,6.055477089,12
1578-1,24,0,40,12005,0.136582181,250.1041667,5.521877498,15
1579-1,33,40,40,3605,1.332292799,128.75,4.85787254,12
1580-1,35,40,40,13005,1.058932859,361.25,5.889570239,17
1581-1,58,38,40,13005,0.850271899,250.0961538,5.521845459,10
1582-1,21,40,40,4055,0.137280207,90.11111111,4.501043477,12
1583-1,52,40,40,22905,0.333057716,477.1875,6.167909495,16
1584-1,38,40,40,6275,0.903182663,120.6730769,4.793085045,8
1585-1,34,40,40,18005,1.059268601,346.25,5.847161058,17
1586-1,50,44,44,11005,0.137850177,211.6346154,5.354861275,16
1587-1,63,35,35,10005,0.850886106,192.4038462,5.259596528,12
1588-1,29,40,30,405,1.522940584,81,4.394449155,11
1589-1,53,43,40,6245,0.693031121,120.0961538,4.788292704,10
1590-1,20,40,40,2105,1.691472251,80.96153846,4.393974208,13
1591-1,31,40,8,5305,0.851025805,126.3095238,4.838735433,10
1592-1,59,35,35,4005,0.693302602,100.125,4.606419405,12
1593-1,22,38,38,5505,1.759350765,229.375,5.435358219,15
1594-1,31,0,40,13005,1.008282881,250.0961538,5.521845459,12
1595-1,26,40,40,8175,1.333974302,157.2115385,5.057592277,16
1596-1,21,22,40,3605,1.333977561,69.32692308,4.238833331,12
1597-1,21,0,40,7105,0.13915915,142.1,4.956531035,12
1598-1,39,40,40,8005,1.060825773,153.9423077,5.036577907,14
1599-1,51,40,40,7005,0.139419921,134.7115385,4.90313574,12
1600-1,35,40,40,11105,1.172177028,213.5576923,5.363907018,16
1601-1,52,30,30,6825,0.694287475,131.25,4.877103901,12
1602-1,36,40,40,15,0.139638782,0.288461538,-1.243193517,12
1603-1,31,0,14,2305,1.334516797,50.10869565,3.914194559,12
1604-1,24,40,40,10005,0.884848647,192.4038462,5.259596528,12
1605-1,57,16,20,6005,1.061505638,115.4807692,4.749104016,14
1606-1,37,25,23,4005,0.139991753,77.01923077,4.344055141,14
1607-1,37,40,40,15005,0.661916565,288.5576923,5.664895039,16
1608-1,18,0,40,1875,0.719336793,78.125,4.358310108,11
1609-1,62,40,40,14605,1.693666447,280.8653846,5.637875496,13
1610-1,56,28,28,3605,0.140418764,100.1388889,4.606558111,12
1611-1,27,40,40,6205,0.33517601,132.0212766,4.882963096,10
1612-1,30,40,40,15605,1.062001567,300.0961538,5.704102936,16
1613-1,47,24,24,3235,1.335117035,62.21153846,4.130540488,12
1614-1,49,14,14,2005,1.693740021,38.55769231,3.652155621,8
1615-1,21,38,38,1705,0.695100054,121.7857143,4.80226306,12
1616-1,25,38,38,8505,0.562735833,163.5576923,5.097165786,14
1617-1,34,30,30,11545,0.141056255,222.0192308,5.402764003,16
1618-1,23,40,40,6005,1.33578293,115.4807692,4.749104016,12
1619-1,31,43,40,15,0.291815028,0.288461538,-1.243193517,12
1620-1,18,0,15,1505,1.775561366,28.94230769,3.365304459,11
1621-1,21,40,40,6585,1.694515347,126.6346154,4.841305896,12
1622-1,43,32,40,3305,1.986236311,194.4117647,5.269978408,12
1623-1,20,0,40,1685,1.063310541,70.20833333,4.251467012,12
1624-1,27,40,40,2205,1.336090267,73.5,4.297285406,10
1625-1,40,51,50,9305,0.142020639,189.8979592,5.246486871,11
1626-1,18,24,35,3805,0.142098404,73.17307692,4.292827552,12
1627-1,32,40,40,13005,1.336161513,250.0961538,5.521845459,13
1628-1,23,0,40,15205,1.063564327,292.4038462,5.678135882,13
1629-1,23,45,45,21205,0.702378806,407.7884615,6.010748563,10
1630-1,31,16,16,3005,0.142428093,75.125,4.319153393,13
1631-1,49,40,8,10225,1.69572141,196.6346154,5.281347262,12
1632-1,28,40,40,6415,1.336502843,128.3,4.854371272,14
1633-1,49,35,30,16385,0.142781064,315.0961538,5.752877843,16
1634-1,24,40,40,6105,0.142790843,129.893617,4.866715785,12
1635-1,44,20,20,3485,1.336917747,67.01923077,4.204979605,12
1636-1,19,0,30,505,0.392870512,50.5,3.921973336,12
1637-1,39,40,40,4755,1.696539111,121.9230769,4.803390329,14
1638-1,57,40,40,12505,0.855102204,240.4807692,5.482640125,12
1639-1,22,43,40,5975,1.309833955,114.9038462,4.744095658,4
1640-1,30,38,38,10005,0.855357852,192.4038462,5.259596528,12
1641-1,57,0,40,2115,1.189286355,52.875,3.967930637,4
1642-1,62,35,35,11175,1.697275788,214.9038462,5.370190701,13
1643-1,58,38,38,8045,0.143585261,154.7115385,5.041562341,13
1644-1,26,0,38,5005,0.697893556,156.40625,5.052456789,12
1645-1,63,5,5,315,1.337410882,26.25,3.267665989,12
1646-1,31,35,35,33005,0.468361657,767.5581395,6.643214228,19
1647-1,33,35,35,12005,0.143959187,230.8653846,5.44183479,12
1648-1,34,40,40,12905,0.144062098,322.625,5.776490658,16
1649-1,22,40,5,8005,1.87933119,200.125,5.298942171,12
1650-1,31,10,15,1325,1.895435154,44.16666667,3.787970357,17
1651-1,41,40,33,8375,1.065310091,161.0576923,5.081762638,17
1652-1,42,40,40,13155,1.338165719,355.5405405,5.873639281,17
1653-1,23,30,30,1245,0.468621962,77.8125,4.354302087,9
1654-1,32,23,40,4505,1.528549939,125.1388889,4.829424232,12
1655-1,59,40,40,6255,1.338323578,173.75,5.157617484,9
1656-1,47,40,40,11005,0.69894921,211.6346154,5.354861275,12
1657-1,31,40,40,5005,0.687183347,96.25,4.566948973,12
1658-1,63,40,40,15085,1.931201667,290.0961538,5.670212433,20
1659-1,30,7,37,5685,1.338907517,109.3269231,4.694342688,12
1660-1,25,40,40,18005,1.698876731,346.25,5.847161058,16
1661-1,19,32,40,6005,0.857358798,187.65625,5.234611832,12
1662-1,19,20,40,3005,1.698885113,75.125,4.319153393,12
1663-1,26,32,36,21835,0.144855119,419.9038462,6.040025747,12
1664-1,19,24,99,1005,0.144900288,50.25,3.917010547,11
1665-1,51,0,35,5705,1.339544076,118.8541667,4.777897251,12
1666-1,18,10,20,1805,1.699171495,60.16666667,4.097118489,12
1667-1,46,40,40,9005,1.699238084,173.1730769,5.154291539,12
1668-1,25,38,38,8205,1.339638606,157.7884615,5.061255285,12
1669-1,41,50,40,13005,1.339720096,250.0961538,5.521845459,9
1670-1,26,40,40,1185,1.699346583,74.0625,4.304909331,12
1671-1,20,40,40,10005,1.880738884,192.4038462,5.259596528,12
1672-1,24,43,40,13505,0.858115498,259.7115385,5.559571548,12
1673-1,25,40,40,4705,0.145288184,100.106383,4.60623345,12
1674-1,29,40,40,9705,1.06795039,190.2941176,5.248570863,12
1675-1,21,40,40,13005,0.145454891,250.0961538,5.521845459,12
1676-1,22,40,40,14005,1.340208109,311.2222222,5.740507198,14
1677-1,32,45,40,15505,1.607007347,304.0196078,5.717092199,14
1678-1,38,16,8,1205,0.470191706,241,5.484796933,14
1679-1,50,16,16,3645,0.146117061,70.09615385,4.249867926,6
1680-1,26,40,40,10005,0.858890358,227.3863636,5.426650613,14
1681-1,29,50,45,13475,0.700763892,259.1346154,5.557347677,18
1682-1,49,40,40,9005,1.388770528,173.1730769,5.154291539,10
1683-1,18,15,10,985,1.700384542,35.17857143,3.560437131,11
1684-1,20,40,40,3385,1.341024879,130.1923077,4.869012647,11
1685-1,30,40,40,10255,0.859050546,197.2115385,5.284276952,12
1686-1,19,27,12,1505,1.399809495,53.75,3.984343667,12
1687-1,26,45,45,15615,0.859445892,300.2884615,5.704743551,15
1688-1,36,20,39,5005,1.069074497,100.1,4.606169686,4
1689-1,43,40,40,15505,1.700724475,310.1,5.736894826,13
1690-1,51,40,40,2005,1.341394614,50.125,3.914519886,12
1691-1,24,40,40,7955,0.397740398,152.9807692,5.030312222,16
1692-1,44,35,40,8505,0.397760887,170.1,5.136386499,12
1693-1,18,20,22,2285,0.147662591,65.28571429,4.178773242,11
1694-1,58,44,40,11005,1.700887457,215.7843137,5.374279361,16
1695-1,35,35,40,11005,0.70195226,211.6346154,5.354861275,8
1696-1,21,40,40,3705,1.105145551,88.21428571,4.479768919,12
1697-1,22,40,40,9785,1.701077912,188.1730769,5.237362161,12
1698-1,43,40,40,13005,1.341832802,250.0961538,5.521845459,12
1699-1,41,40,40,9295,0.702325255,178.75,5.185988182,15
1700-1,25,38,38,7625,0.148433261,146.6346154,4.987943883,12
1701-1,28,40,40,1505,1.071028877,60.2,4.097672352,16
1702-1,29,40,40,9385,0.702553429,180.4807692,5.19562423,13
1703-1,44,40,40,5205,1.342234667,100.0961538,4.606131262,12
1704-1,18,45,30,3005,0.343528576,60.1,4.096009842,12
1705-1,33,40,40,13005,1.342526171,250.0961538,5.521845459,14
1706-1,60,0,40,11005,1.702016685,211.6346154,5.354861275,5
1707-1,24,40,40,3005,0.570432283,57.78846154,4.056789128,12
1708-1,34,42,42,7095,0.728011131,136.4423077,4.915901871,8
1709-1,36,40,40,4825,0.472327694,134.0277778,4.898047075,12
1710-1,46,40,40,19005,0.1496193,365.4807692,5.901213663,12
1711-1,49,0,40,7105,1.342887525,236.8333333,5.467356659,6
1712-1,28,40,40,14005,1.702494454,269.3269231,5.595925969,18
1713-1,54,40,40,11345,0.149753876,218.1730769,5.385288679,12
1714-1,43,16,16,3805,0.149755273,76.1,4.332048265,12
1715-1,29,42,38,5905,0.862002373,113.5576923,4.73231101,12
1716-1,28,40,40,13005,1.702844631,250.0961538,5.521845459,16
1717-1,37,16,9,1295,1.343538053,32.375,3.47738652,12
1718-1,21,40,40,6505,1.072593965,125.0961538,4.829082672,12
1719-1,46,38,37,8005,0.703759491,160.1,5.07579862,12
